candidate_id,current_title,ai_skill_count,nontech_title,career_titles
CAND_0023182,Civil Engineer,6,no,Civil Engineer | HR Manager | Business Analyst | Mechanical Engineer
CAND_0023188,Business Analyst,5,no,Business Analyst | HR Manager
CAND_0023200,Civil Engineer,8,no,Civil Engineer
CAND_0023216,Civil Engineer,6,no,Civil Engineer | Operations Manager
CAND_0023237,Operations Manager,8,yes,Operations Manager | Accountant
CAND_0023246,Content Writer,7,yes,Content Writer | Content Writer
CAND_0023281,HR Manager,6,yes,HR Manager
CAND_0023284,Marketing Manager,11,yes,Marketing Manager
CAND_0023290,Content Writer,6,yes,Content Writer
CAND_0023306,Mechanical Engineer,9,no,Mechanical Engineer | Content Writer
CAND_0023331,Project Manager,10,yes,Project Manager | Project Manager | Business Analyst
CAND_0023332,Accountant,9,yes,Accountant
CAND_0023359,Operations Manager,9,yes,Operations Manager | Graphic Designer | Accountant
CAND_0023432,Operations Manager,7,yes,Operations Manager | Accountant | Graphic Designer | HR Manager
CAND_0023437,Business Analyst,6,no,Business Analyst
CAND_0023470,Content Writer,10,yes,Content Writer | Sales Executive
CAND_0023478,Mechanical Engineer,11,no,Mechanical Engineer | Mechanical Engineer | Project Manager
CAND_0023524,Operations Manager,8,yes,Operations Manager | Mechanical Engineer | Operations Manager | Operations Manager
CAND_0023545,Accountant,10,yes,Accountant
CAND_0023591,Operations Manager,7,yes,Operations Manager | Business Analyst
CAND_0023699,Accountant,10,yes,Accountant
CAND_0023756,Accountant,9,yes,Accountant | Operations Manager | Content Writer | Operations Manager
CAND_0023821,Sales Executive,6,yes,Sales Executive | Accountant | HR Manager
CAND_0023874,Customer Support,8,yes,Customer Support
CAND_0023934,Business Analyst,9,no,Business Analyst | Business Analyst | Content Writer
CAND_0023943,Marketing Manager,10,yes,Marketing Manager
CAND_0023953,Sales Executive,7,yes,Sales Executive | Operations Manager | Marketing Manager | Sales Executive
CAND_0023993,Marketing Manager,10,yes,Marketing Manager | Marketing Manager
CAND_0023998,Operations Manager,10,yes,Operations Manager | Operations Manager
CAND_0024019,Operations Manager,6,yes,Operations Manager | Mechanical Engineer | Business Analyst
CAND_0024130,Graphic Designer,6,yes,Graphic Designer
CAND_0024170,Junior ML Engineer,4,no,Junior ML Engineer | Senior Software Engineer (ML)
CAND_0024197,Marketing Manager,8,yes,Marketing Manager | Operations Manager | Customer Support
CAND_0024216,Operations Manager,11,yes,Operations Manager | Mechanical Engineer
CAND_0024246,Business Analyst,5,no,Business Analyst | Business Analyst
CAND_0024264,Accountant,6,yes,Accountant | Civil Engineer | Graphic Designer | HR Manager
CAND_0024282,Civil Engineer,7,no,Civil Engineer
CAND_0024309,Mechanical Engineer,8,no,Mechanical Engineer | HR Manager | Marketing Manager
CAND_0024327,Mechanical Engineer,5,no,Mechanical Engineer | Mechanical Engineer | Business Analyst
CAND_0024330,Business Analyst,6,no,Business Analyst | Marketing Manager
CAND_0024368,Content Writer,7,yes,Content Writer
CAND_0024370,Content Writer,7,yes,Content Writer | Project Manager
CAND_0024446,Project Manager,8,yes,Project Manager | Business Analyst
CAND_0024492,Mechanical Engineer,7,no,Mechanical Engineer | Sales Executive | Mechanical Engineer
CAND_0024526,Sales Executive,11,yes,Sales Executive | HR Manager
CAND_0024649,Operations Manager,11,yes,Operations Manager
CAND_0024697,Business Analyst,10,no,Business Analyst | Civil Engineer
CAND_0024737,Customer Support,8,yes,Customer Support | HR Manager
CAND_0024819,Sales Executive,6,yes,Sales Executive
CAND_0024835,Marketing Manager,6,yes,Marketing Manager | Content Writer
CAND_0024842,Content Writer,6,yes,Content Writer | Graphic Designer | Content Writer | Content Writer
CAND_0024899,Business Analyst,7,no,Business Analyst | Content Writer | Mechanical Engineer | HR Manager
CAND_0024946,Graphic Designer,10,yes,Graphic Designer
CAND_0024962,Content Writer,9,yes,Content Writer | Project Manager | Project Manager | Accountant
CAND_0025067,Business Analyst,8,no,Business Analyst | Graphic Designer | Business Analyst | Business Analyst
CAND_0025112,Operations Manager,7,yes,Operations Manager | Project Manager
CAND_0025170,Graphic Designer,6,yes,Graphic Designer | Marketing Manager
CAND_0025172,Mechanical Engineer,7,no,Mechanical Engineer | Customer Support | Content Writer | HR Manager
CAND_0025180,Accountant,10,yes,Accountant | Content Writer
CAND_0025286,Project Manager,8,yes,Project Manager | Graphic Designer
CAND_0025354,Customer Support,8,yes,Customer Support
CAND_0025441,Marketing Manager,6,yes,Marketing Manager | Customer Support
CAND_0025444,.NET Developer,4,no,.NET Developer | Java Developer | Java Developer
CAND_0025512,Project Manager,8,yes,Project Manager | Civil Engineer
CAND_0025629,Sales Executive,9,yes,Sales Executive | Business Analyst | Sales Executive | Accountant
CAND_0025630,Civil Engineer,10,no,Civil Engineer | Mechanical Engineer
CAND_0025633,HR Manager,7,yes,HR Manager | Business Analyst
CAND_0025658,Marketing Manager,6,yes,Marketing Manager | Graphic Designer | Customer Support | HR Manager
CAND_0025660,Operations Manager,6,yes,Operations Manager | Graphic Designer | Graphic Designer
CAND_0025736,Sales Executive,8,yes,Sales Executive | Customer Support | Graphic Designer
CAND_0025811,HR Manager,10,yes,HR Manager | Project Manager
CAND_0025853,Graphic Designer,8,yes,Graphic Designer | Operations Manager | Accountant | Project Manager
CAND_0025866,HR Manager,8,yes,HR Manager | Sales Executive
CAND_0025920,Civil Engineer,9,no,Civil Engineer
CAND_0025924,Sales Executive,11,yes,Sales Executive | Customer Support | Civil Engineer | Business Analyst
CAND_0025959,Accountant,8,yes,Accountant | Business Analyst
CAND_0025971,Junior ML Engineer,4,no,Junior ML Engineer | Computer Vision Engineer
CAND_0025996,Accountant,5,yes,Accountant
CAND_0026016,Business Analyst,6,no,Business Analyst
CAND_0026102,Marketing Manager,10,yes,Marketing Manager | Civil Engineer | Operations Manager
CAND_0026178,Content Writer,8,yes,Content Writer | Content Writer
CAND_0026236,Sales Executive,10,yes,Sales Executive | Sales Executive | Business Analyst
CAND_0026247,Project Manager,9,yes,Project Manager
CAND_0026248,Civil Engineer,8,no,Civil Engineer | HR Manager | Mechanical Engineer | Marketing Manager
CAND_0026253,Civil Engineer,6,no,Civil Engineer
CAND_0026331,Civil Engineer,9,no,Civil Engineer | Accountant | Project Manager
CAND_0026333,Marketing Manager,9,yes,Marketing Manager | Operations Manager | Operations Manager
CAND_0026374,Content Writer,9,yes,Content Writer
CAND_0026403,Project Manager,7,yes,Project Manager | Graphic Designer
CAND_0026434,Operations Manager,8,yes,Operations Manager | Mechanical Engineer | Content Writer
CAND_0026437,Customer Support,7,yes,Customer Support
CAND_0026456,Business Analyst,8,no,Business Analyst
CAND_0026461,Business Analyst,7,no,Business Analyst | Content Writer
CAND_0026464,Graphic Designer,9,yes,Graphic Designer | Customer Support | Sales Executive | Civil Engineer
CAND_0026480,Operations Manager,8,yes,Operations Manager | Civil Engineer | Graphic Designer
CAND_0026481,Sales Executive,9,yes,Sales Executive | Mechanical Engineer | Marketing Manager | Business Analyst
CAND_0026513,Business Analyst,6,no,Business Analyst
CAND_0026578,Mechanical Engineer,7,no,Mechanical Engineer | Customer Support | Accountant
CAND_0026621,Operations Manager,10,yes,Operations Manager | Graphic Designer | Business Analyst
CAND_0026633,HR Manager,6,yes,HR Manager | Sales Executive
CAND_0026694,Accountant,7,yes,Accountant | Mechanical Engineer
CAND_0026707,HR Manager,7,yes,HR Manager
CAND_0026711,Project Manager,7,yes,Project Manager
CAND_0026713,Customer Support,8,yes,Customer Support | Content Writer
CAND_0026738,Accountant,10,yes,Accountant | Content Writer | Graphic Designer | HR Manager
CAND_0026791,Content Writer,9,yes,Content Writer | Civil Engineer
CAND_0026908,Operations Manager,7,yes,Operations Manager | Project Manager
CAND_0026983,Marketing Manager,6,yes,Marketing Manager | Sales Executive
CAND_0026986,HR Manager,6,yes,HR Manager | Sales Executive
CAND_0027013,Content Writer,9,yes,Content Writer
CAND_0027029,Marketing Manager,5,yes,Marketing Manager | Business Analyst | Marketing Manager
CAND_0027055,Graphic Designer,6,yes,Graphic Designer | Customer Support | Sales Executive
CAND_0027093,Accountant,6,yes,Accountant | Content Writer | Customer Support | Accountant
CAND_0027179,Project Manager,8,yes,Project Manager | Marketing Manager
CAND_0027198,Accountant,10,yes,Accountant | Accountant
CAND_0027402,Marketing Manager,7,yes,Marketing Manager
CAND_0027443,Sales Executive,9,yes,Sales Executive | Content Writer | Customer Support | HR Manager
CAND_0027450,Civil Engineer,11,no,Civil Engineer | Business Analyst | Content Writer
CAND_0027472,Marketing Manager,10,yes,Marketing Manager
CAND_0027521,HR Manager,6,yes,HR Manager
CAND_0027527,Business Analyst,9,no,Business Analyst | HR Manager | Content Writer | HR Manager
CAND_0027578,Project Manager,10,yes,Project Manager
CAND_0027589,HR Manager,8,yes,HR Manager
CAND_0027607,Project Manager,6,yes,Project Manager
CAND_0027652,Operations Manager,8,yes,Operations Manager | Content Writer
CAND_0027759,Business Analyst,10,no,Business Analyst
CAND_0027783,Accountant,6,yes,Accountant | Civil Engineer | Mechanical Engineer
CAND_0027858,Mechanical Engineer,7,no,Mechanical Engineer | Graphic Designer | Business Analyst
CAND_0027869,Project Manager,8,yes,Project Manager
CAND_0027874,Content Writer,8,yes,Content Writer | Marketing Manager | Civil Engineer
CAND_0027925,Customer Support,7,yes,Customer Support
CAND_0027976,Business Analyst,9,no,Business Analyst | Graphic Designer | Project Manager | Project Manager
CAND_0028058,Customer Support,10,yes,Customer Support | Civil Engineer | Content Writer | Operations Manager
CAND_0028107,Civil Engineer,8,no,Civil Engineer | Accountant | Business Analyst | Business Analyst
CAND_0028225,Mechanical Engineer,10,no,Mechanical Engineer
CAND_0028280,Customer Support,9,yes,Customer Support | Customer Support | Customer Support
CAND_0028284,Civil Engineer,10,no,Civil Engineer
CAND_0028305,Accountant,9,yes,Accountant | Civil Engineer | Civil Engineer | Operations Manager
CAND_0028355,Sales Executive,9,yes,Sales Executive
CAND_0028399,Civil Engineer,6,no,Civil Engineer | Accountant | Mechanical Engineer
CAND_0028410,Sales Executive,8,yes,Sales Executive | Operations Manager | Project Manager | Sales Executive
CAND_0028419,Graphic Designer,9,yes,Graphic Designer | Content Writer
CAND_0028440,Project Manager,8,yes,Project Manager | Mechanical Engineer | Operations Manager
CAND_0028465,HR Manager,9,yes,HR Manager
CAND_0028512,Sales Executive,9,yes,Sales Executive | Graphic Designer | Marketing Manager
CAND_0028537,Civil Engineer,9,no,Civil Engineer
CAND_0028543,Marketing Manager,7,yes,Marketing Manager | Operations Manager | Operations Manager | Marketing Manager
CAND_0028590,Operations Manager,7,yes,Operations Manager | Marketing Manager | Project Manager
CAND_0028679,Data Engineer,4,no,Data Engineer | Senior Data Engineer
CAND_0028725,HR Manager,8,yes,HR Manager
CAND_0028769,Accountant,9,yes,Accountant | Customer Support | Civil Engineer | HR Manager
CAND_0028777,Civil Engineer,6,no,Civil Engineer | Mechanical Engineer
CAND_0028801,Sales Executive,7,yes,Sales Executive | Accountant | Customer Support | Graphic Designer
CAND_0028816,Customer Support,11,yes,Customer Support | HR Manager | Customer Support | Customer Support
CAND_0028971,Project Manager,11,yes,Project Manager | Mechanical Engineer | Operations Manager | Customer Support
CAND_0029029,Mechanical Engineer,8,no,Mechanical Engineer
CAND_0029260,Project Manager,10,yes,Project Manager | Operations Manager | Business Analyst | Operations Manager
CAND_0029272,Computer Vision Engineer,4,no,Computer Vision Engineer | AI Specialist
CAND_0029306,Content Writer,9,yes,Content Writer | Graphic Designer
CAND_0029329,Content Writer,10,yes,Content Writer | Operations Manager | Operations Manager | Mechanical Engineer
CAND_0029349,HR Manager,6,yes,HR Manager | Civil Engineer | Operations Manager | HR Manager
CAND_0029404,Customer Support,8,yes,Customer Support
CAND_0029426,Customer Support,9,yes,Customer Support | Civil Engineer | Accountant | Business Analyst
CAND_0029442,Content Writer,7,yes,Content Writer | Accountant | Graphic Designer
CAND_0029448,Business Analyst,6,no,Business Analyst
CAND_0029449,ML Engineer,4,no,ML Engineer
CAND_0029464,Business Analyst,8,no,Business Analyst | Mechanical Engineer | Accountant | HR Manager
CAND_0029469,Project Manager,9,yes,Project Manager | HR Manager
CAND_0029474,Civil Engineer,10,no,Civil Engineer | Sales Executive | Customer Support
CAND_0029492,Sales Executive,7,yes,Sales Executive | HR Manager | Content Writer | Operations Manager
CAND_0029497,Sales Executive,5,yes,Sales Executive | HR Manager
CAND_0029509,Civil Engineer,8,no,Civil Engineer | Project Manager | HR Manager | Graphic Designer
CAND_0029530,Civil Engineer,6,no,Civil Engineer | Sales Executive
CAND_0029533,Operations Manager,5,yes,Operations Manager
CAND_0029546,Sales Executive,10,yes,Sales Executive | Marketing Manager | Content Writer | Marketing Manager
CAND_0029563,Content Writer,10,yes,Content Writer | Sales Executive | Customer Support
CAND_0029581,Customer Support,7,yes,Customer Support
CAND_0029590,Content Writer,6,yes,Content Writer | Civil Engineer | Sales Executive | Content Writer
CAND_0029626,Customer Support,8,yes,Customer Support | HR Manager
CAND_0029658,Customer Support,5,yes,Customer Support | Marketing Manager
CAND_0029663,Graphic Designer,6,yes,Graphic Designer | Customer Support | Marketing Manager | Mechanical Engineer
CAND_0029730,Project Manager,9,yes,Project Manager | Accountant
CAND_0029731,Business Analyst,9,no,Business Analyst | Customer Support | Civil Engineer
CAND_0029778,Accountant,6,yes,Accountant | Operations Manager | Mechanical Engineer
CAND_0029817,Mechanical Engineer,8,no,Mechanical Engineer | HR Manager
CAND_0029889,Content Writer,9,yes,Content Writer | Customer Support | Marketing Manager | Marketing Manager
CAND_0029902,Marketing Manager,8,yes,Marketing Manager | Civil Engineer
CAND_0029929,Sales Executive,8,yes,Sales Executive | Project Manager | Operations Manager | Project Manager
CAND_0029935,Accountant,9,yes,Accountant | Project Manager
CAND_0030021,Accountant,9,yes,Accountant
CAND_0030093,Operations Manager,7,yes,Operations Manager | Mechanical Engineer | HR Manager | Graphic Designer
CAND_0030141,Project Manager,5,yes,Project Manager
CAND_0030151,Marketing Manager,6,yes,Marketing Manager
CAND_0030199,Accountant,10,yes,Accountant | Marketing Manager
CAND_0030213,Operations Manager,8,yes,Operations Manager | Marketing Manager | Civil Engineer
CAND_0030218,Accountant,10,yes,Accountant | Marketing Manager | HR Manager
CAND_0030280,Mechanical Engineer,9,no,Mechanical Engineer | Civil Engineer | Project Manager
CAND_0030286,Accountant,6,yes,Accountant | Graphic Designer | Operations Manager | HR Manager
CAND_0030354,Project Manager,7,yes,Project Manager
CAND_0030386,Civil Engineer,7,no,Civil Engineer | Operations Manager
CAND_0030437,Civil Engineer,7,no,Civil Engineer | Accountant | Content Writer | Mechanical Engineer
CAND_0030479,.NET Developer,4,no,.NET Developer | Java Developer
CAND_0030498,HR Manager,8,yes,HR Manager | Content Writer | Mechanical Engineer
CAND_0030535,Accountant,11,yes,Accountant | Content Writer | Sales Executive
CAND_0030570,Content Writer,9,yes,Content Writer | Customer Support | Customer Support
CAND_0030587,Operations Manager,6,yes,Operations Manager
CAND_0030597,Marketing Manager,11,yes,Marketing Manager | HR Manager | Graphic Designer | Civil Engineer
CAND_0030686,Project Manager,8,yes,Project Manager | HR Manager | Content Writer
CAND_0030732,Civil Engineer,7,no,Civil Engineer
CAND_0030780,AI Specialist,4,no,AI Specialist
CAND_0030821,HR Manager,9,yes,HR Manager | Content Writer
CAND_0030845,Operations Manager,10,yes,Operations Manager | Civil Engineer
CAND_0030957,Marketing Manager,9,yes,Marketing Manager
CAND_0030971,Civil Engineer,7,no,Civil Engineer
CAND_0031001,Senior Data Engineer,4,no,Senior Data Engineer | Data Analyst
CAND_0031027,Project Manager,7,yes,Project Manager | Project Manager | Sales Executive | Operations Manager
CAND_0031029,Customer Support,7,yes,Customer Support | Project Manager
CAND_0031043,Sales Executive,10,yes,Sales Executive | Sales Executive
CAND_0031080,Operations Manager,5,yes,Operations Manager | Project Manager | Accountant | Business Analyst
CAND_0031081,Graphic Designer,10,yes,Graphic Designer | HR Manager | Customer Support | Sales Executive
CAND_0031232,Mechanical Engineer,7,no,Mechanical Engineer | Sales Executive | Civil Engineer
CAND_0031344,Content Writer,10,yes,Content Writer | Content Writer | Content Writer
CAND_0031406,Content Writer,6,yes,Content Writer | Graphic Designer | Sales Executive | Content Writer
CAND_0031407,Marketing Manager,8,yes,Marketing Manager
CAND_0031468,HR Manager,8,yes,HR Manager | Customer Support | Marketing Manager
CAND_0031506,Project Manager,7,yes,Project Manager | Customer Support
CAND_0031540,Project Manager,10,yes,Project Manager | Civil Engineer
CAND_0031542,HR Manager,7,yes,HR Manager | HR Manager
CAND_0031581,Project Manager,7,yes,Project Manager | Marketing Manager | Civil Engineer
CAND_0031598,Graphic Designer,7,yes,Graphic Designer | HR Manager
CAND_0031676,Operations Manager,8,yes,Operations Manager | Graphic Designer | Operations Manager | Customer Support
CAND_0031701,Mechanical Engineer,8,no,Mechanical Engineer | Content Writer | Accountant | Customer Support
CAND_0031726,Marketing Manager,8,yes,Marketing Manager | Content Writer | Project Manager | Operations Manager
CAND_0031744,Accountant,7,yes,Accountant | Sales Executive | Project Manager | Graphic Designer
CAND_0031759,Mechanical Engineer,7,no,Mechanical Engineer | Project Manager
CAND_0031802,Accountant,10,yes,Accountant
CAND_0031862,Civil Engineer,9,no,Civil Engineer | Customer Support
CAND_0031929,Accountant,8,yes,Accountant
CAND_0031932,Civil Engineer,9,no,Civil Engineer | Graphic Designer | Business Analyst | Graphic Designer
CAND_0031936,Civil Engineer,6,no,Civil Engineer | Mechanical Engineer | Civil Engineer
CAND_0031952,Project Manager,6,yes,Project Manager | Project Manager
CAND_0031961,Sales Executive,10,yes,Sales Executive | Project Manager
CAND_0031968,Mechanical Engineer,10,no,Mechanical Engineer | Graphic Designer | Mechanical Engineer | Accountant
CAND_0032045,Mechanical Engineer,8,no,Mechanical Engineer | Business Analyst | Civil Engineer | Civil Engineer
CAND_0032058,Marketing Manager,9,yes,Marketing Manager | Graphic Designer
CAND_0032104,Project Manager,7,yes,Project Manager | Civil Engineer | Mechanical Engineer
CAND_0032123,Business Analyst,8,no,Business Analyst | Operations Manager
CAND_0032147,Accountant,7,yes,Accountant | Mechanical Engineer | Sales Executive | Marketing Manager
CAND_0032156,Customer Support,9,yes,Customer Support | Marketing Manager | Project Manager | HR Manager
CAND_0032270,Data Scientist,5,no,Data Scientist | Senior Software Engineer (ML)
CAND_0032358,Content Writer,10,yes,Content Writer | Project Manager | Marketing Manager | Operations Manager
CAND_0032419,Graphic Designer,9,yes,Graphic Designer | Operations Manager | Civil Engineer | HR Manager
CAND_0032444,Marketing Manager,10,yes,Marketing Manager
CAND_0032497,Accountant,8,yes,Accountant | Customer Support | Civil Engineer | Customer Support
CAND_0032532,Analytics Engineer,4,no,Analytics Engineer | Data Analyst
CAND_0032554,Content Writer,9,yes,Content Writer | Operations Manager | Content Writer
CAND_0032730,Civil Engineer,6,no,Civil Engineer
CAND_0032791,Customer Support,10,yes,Customer Support | Marketing Manager | Accountant | Civil Engineer
CAND_0032802,Mechanical Engineer,8,no,Mechanical Engineer
CAND_0032823,Business Analyst,6,no,Business Analyst
CAND_0032844,Civil Engineer,11,no,Civil Engineer | Sales Executive | HR Manager | Operations Manager
CAND_0032852,Operations Manager,7,yes,Operations Manager | Civil Engineer | Operations Manager | Civil Engineer
CAND_0032856,Accountant,7,yes,Accountant | Graphic Designer
CAND_0032889,Graphic Designer,11,yes,Graphic Designer | Marketing Manager | Mechanical Engineer | Operations Manager
CAND_0032971,Sales Executive,8,yes,Sales Executive
CAND_0032992,Civil Engineer,6,no,Civil Engineer
CAND_0033085,Graphic Designer,10,yes,Graphic Designer | Accountant | HR Manager
CAND_0033196,Mechanical Engineer,11,no,Mechanical Engineer
CAND_0033344,Business Analyst,10,no,Business Analyst | Content Writer | Business Analyst | Civil Engineer
CAND_0033393,Project Manager,8,yes,Project Manager
CAND_0033411,Mechanical Engineer,6,no,Mechanical Engineer | Content Writer | Graphic Designer | Customer Support
CAND_0033435,Business Analyst,7,no,Business Analyst | Mechanical Engineer | Accountant | Accountant
CAND_0033457,Graphic Designer,8,yes,Graphic Designer | Business Analyst
CAND_0033468,Sales Executive,6,yes,Sales Executive | Mechanical Engineer
CAND_0033472,Operations Manager,10,yes,Operations Manager | Operations Manager | Mechanical Engineer
CAND_0033476,Content Writer,10,yes,Content Writer | Civil Engineer
CAND_0033490,Business Analyst,6,no,Business Analyst | Civil Engineer | Operations Manager | Graphic Designer
CAND_0033501,Customer Support,9,yes,Customer Support
CAND_0033509,Civil Engineer,9,no,Civil Engineer | Operations Manager | Graphic Designer | Mechanical Engineer
CAND_0033550,Accountant,6,yes,Accountant | Business Analyst | HR Manager | Operations Manager
CAND_0033556,Graphic Designer,10,yes,Graphic Designer | Business Analyst
CAND_0033577,Mechanical Engineer,9,no,Mechanical Engineer | Customer Support
CAND_0033580,Project Manager,8,yes,Project Manager
CAND_0033586,Operations Manager,6,yes,Operations Manager | Project Manager | Operations Manager | Project Manager
CAND_0033587,Operations Manager,8,yes,Operations Manager | Operations Manager
CAND_0033605,Customer Support,6,yes,Customer Support | Sales Executive | Business Analyst
CAND_0033625,Project Manager,6,yes,Project Manager | Marketing Manager
CAND_0033636,Content Writer,8,yes,Content Writer
CAND_0033707,Sales Executive,7,yes,Sales Executive | Marketing Manager
CAND_0033726,Civil Engineer,10,no,Civil Engineer | Content Writer
CAND_0033748,Customer Support,10,yes,Customer Support | Operations Manager | Content Writer | Business Analyst
CAND_0033752,Senior Data Engineer,4,no,Senior Data Engineer | Data Analyst
CAND_0033784,Customer Support,6,yes,Customer Support | Customer Support
CAND_0033848,Business Analyst,9,no,Business Analyst | Sales Executive | Project Manager | Customer Support
CAND_0033950,Marketing Manager,10,yes,Marketing Manager
CAND_0033983,Marketing Manager,9,yes,Marketing Manager | Graphic Designer | Content Writer | Customer Support
CAND_0033988,Marketing Manager,7,yes,Marketing Manager | Business Analyst
CAND_0034020,HR Manager,9,yes,HR Manager | Graphic Designer
CAND_0034021,Mechanical Engineer,7,no,Mechanical Engineer | Civil Engineer | Business Analyst | Customer Support
CAND_0034041,Business Analyst,10,no,Business Analyst
CAND_0034053,Business Analyst,6,no,Business Analyst | Accountant | Mechanical Engineer | Project Manager
CAND_0034222,HR Manager,11,yes,HR Manager | Sales Executive
CAND_0034305,Civil Engineer,7,no,Civil Engineer
CAND_0034337,Graphic Designer,9,yes,Graphic Designer | Accountant
CAND_0034568,Accountant,10,yes,Accountant | Civil Engineer | Business Analyst
CAND_0034639,Accountant,6,yes,Accountant
CAND_0034641,Project Manager,10,yes,Project Manager
CAND_0034651,Graphic Designer,9,yes,Graphic Designer | Mechanical Engineer
CAND_0034662,Sales Executive,8,yes,Sales Executive | HR Manager | Mechanical Engineer | Project Manager
CAND_0034685,Mechanical Engineer,8,no,Mechanical Engineer | Project Manager
CAND_0034689,Accountant,11,yes,Accountant | Project Manager | Graphic Designer | Business Analyst
CAND_0034705,Business Analyst,6,no,Business Analyst
CAND_0034763,Content Writer,8,yes,Content Writer | Customer Support | HR Manager
CAND_0034767,ML Engineer,4,no,ML Engineer
CAND_0034880,Project Manager,11,yes,Project Manager | Graphic Designer | HR Manager
CAND_0034926,Business Analyst,9,no,Business Analyst | Graphic Designer
CAND_0035016,Sales Executive,9,yes,Sales Executive
CAND_0035037,Content Writer,5,yes,Content Writer | Operations Manager | Marketing Manager | Civil Engineer
CAND_0035085,Graphic Designer,6,yes,Graphic Designer | Content Writer | Accountant | Accountant
CAND_0035113,Operations Manager,11,yes,Operations Manager | Sales Executive | Customer Support
CAND_0035150,Marketing Manager,10,yes,Marketing Manager
CAND_0035187,Business Analyst,9,no,Business Analyst | Accountant | Mechanical Engineer | Sales Executive
CAND_0035195,Business Analyst,10,no,Business Analyst | Civil Engineer | HR Manager
CAND_0035206,Content Writer,7,yes,Content Writer
CAND_0035297,Graphic Designer,10,yes,Graphic Designer | Mechanical Engineer
CAND_0035313,Customer Support,10,yes,Customer Support | Sales Executive
CAND_0035336,Project Manager,7,yes,Project Manager | Accountant | Operations Manager | Operations Manager
CAND_0035349,Graphic Designer,8,yes,Graphic Designer | Graphic Designer
CAND_0035449,Mechanical Engineer,7,no,Mechanical Engineer | Sales Executive
CAND_0035489,Graphic Designer,10,yes,Graphic Designer | Sales Executive | HR Manager | Customer Support
CAND_0035530,Civil Engineer,10,no,Civil Engineer | Marketing Manager | Sales Executive | Operations Manager
CAND_0035535,Operations Manager,11,yes,Operations Manager
CAND_0035587,Business Analyst,11,no,Business Analyst | Project Manager | Content Writer | HR Manager
CAND_0035616,Accountant,9,yes,Accountant | Customer Support | Business Analyst | HR Manager
CAND_0035664,Mechanical Engineer,9,no,Mechanical Engineer | Customer Support | Marketing Manager | Business Analyst
CAND_0035690,Marketing Manager,5,yes,Marketing Manager | Sales Executive | Business Analyst
CAND_0035755,Accountant,8,yes,Accountant | HR Manager
CAND_0035775,Graphic Designer,10,yes,Graphic Designer
CAND_0035790,Content Writer,9,yes,Content Writer | Marketing Manager | Business Analyst
CAND_0035867,Mechanical Engineer,8,no,Mechanical Engineer | Content Writer | Business Analyst
CAND_0035904,Business Analyst,7,no,Business Analyst | Sales Executive
CAND_0035922,Operations Manager,11,yes,Operations Manager | Operations Manager
CAND_0035923,Graphic Designer,9,yes,Graphic Designer | Operations Manager
CAND_0035958,Customer Support,10,yes,Customer Support
CAND_0035980,Content Writer,10,yes,Content Writer | HR Manager | Mechanical Engineer | Content Writer
CAND_0036020,Accountant,9,yes,Accountant | Civil Engineer | Sales Executive | Content Writer
CAND_0036099,Civil Engineer,7,no,Civil Engineer
CAND_0036121,ML Engineer,4,no,ML Engineer | Senior Software Engineer (ML) | AI Specialist
CAND_0036173,Senior Software Engineer (ML),4,no,Senior Software Engineer (ML)
CAND_0036202,Business Analyst,7,no,Business Analyst | Content Writer | Graphic Designer | Civil Engineer
CAND_0036210,Accountant,10,yes,Accountant | Mechanical Engineer
CAND_0036270,Project Manager,7,yes,Project Manager | Content Writer | Graphic Designer | Graphic Designer
CAND_0036397,Marketing Manager,10,yes,Marketing Manager
CAND_0036473,Sales Executive,9,yes,Sales Executive | Sales Executive | Graphic Designer
CAND_0036476,Mechanical Engineer,9,no,Mechanical Engineer | Operations Manager | Mechanical Engineer
CAND_0036506,Content Writer,7,yes,Content Writer | Marketing Manager | Content Writer | Customer Support
CAND_0036548,Operations Manager,10,yes,Operations Manager | Mechanical Engineer
CAND_0036584,Accountant,10,yes,Accountant
CAND_0036591,Operations Manager,9,yes,Operations Manager | Sales Executive | HR Manager
CAND_0036593,Sales Executive,10,yes,Sales Executive | Accountant | Accountant | Sales Executive
CAND_0036598,Civil Engineer,8,no,Civil Engineer | Mechanical Engineer | Project Manager
CAND_0036635,Graphic Designer,7,yes,Graphic Designer | Business Analyst | Sales Executive
CAND_0036644,Business Analyst,7,no,Business Analyst | Customer Support
CAND_0036685,Customer Support,6,yes,Customer Support
CAND_0036701,Accountant,9,yes,Accountant
CAND_0036707,Business Analyst,10,no,Business Analyst
CAND_0036715,Project Manager,10,yes,Project Manager | Customer Support
CAND_0036786,Mechanical Engineer,11,no,Mechanical Engineer | Mechanical Engineer | Customer Support | Marketing Manager
CAND_0036818,Mechanical Engineer,9,no,Mechanical Engineer | HR Manager | Business Analyst | Project Manager
CAND_0036820,Customer Support,9,yes,Customer Support | Sales Executive
CAND_0036832,Marketing Manager,9,yes,Marketing Manager | Business Analyst | Mechanical Engineer
CAND_0036841,Sales Executive,7,yes,Sales Executive | HR Manager | Business Analyst | Customer Support
CAND_0036845,Business Analyst,5,no,Business Analyst | Project Manager | Accountant
CAND_0036877,Accountant,10,yes,Accountant | Mechanical Engineer | HR Manager
CAND_0036898,Civil Engineer,7,no,Civil Engineer | Operations Manager | Marketing Manager | Sales Executive
